idDBLP,idScholar,DBLP_Match,Scholar_Match,Match_ID
conf/sigmod/Galindo-LegariaJ01,BSlaDX5r0HQJ,689,21813,689_21813
journals/sigmod/BerndtssonH96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381889%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,690,29216,690_29216
conf/sigmod/DeshpandeGR01,knAoAIpo7hYJ,691,23234,691_23234
journals/sigmod/Baeza-YatesN96,1avO1fqtQ6QJ,692,54210,692_54210
journals/sigmod/FreemanG96,Em3qp7RGalkJ,693,52067,693_52067
conf/sigmod/LazaridisM01,IvMJ4bK708kJ,694,38108,694_38108
journals/sigmod/Wade96,AYtrcxExrbkJ,695,13312,695_13312
conf/sigmod/BrunoCG01,8KJ9XFv1ESAJ,696,50970,696_50970
journals/sigmod/UrbanDG96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D381892%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,697,7529,697_7529
conf/sigmod/Mohan01,IGS3TtqfKUgJ,698,46005,698_46005
journals/sigmod/Gaffney96,uaT2hY6421UJ,699,3607,699_3607
conf/sigmod/KalnisP01, ,700,51025,700_51025
conf/sigmod/YuMWL01,h95306-8rjEJ,702,55135,702_55135
journals/sigmod/Qian96,NiswbODuzhAJ,703,7203,703_7203
conf/sigmod/ChenGK01,8OgkUeiawO0J,704,12243,704_12243
journals/sigmod/KramerNKRLKLZ97,1sBvG9OXpMAJ,705,32765,705_32765
conf/sigmod/BohannonMR01,ChD3-mp23f8J,706,13695,706_13695
journals/sigmod/TomasicS97, ,707,24291,707_24291
conf/sigmod/WynblattN01,PVUtZWBcxlAJ,708,10951,708_10951
journals/sigmod/AbelTK97,yK-yqVAiXekJ,709,52852,709_52852
conf/sigmod/AggarwalY01,QkTd5WogN-AJ,710,55419,710_55419
conf/sigmod/CarinoKKB01,a9HFF_bwiH4J,711,16135,711_16135
journals/sigmod/KaradimitriouT97,SrCBkHnIFL8J,713,14794,713_14794
conf/sigmod/ZhangNDLL01,ryaV3kTsJ2IJ,714,63387,714_63387
conf/sigmod/ChenGM01,IuyDb53VoG0J,715,31247,715_31247
journals/sigmod/BunemanRU97,5qg4BNiroqMJ,716,45317,716_45317
conf/sigmod/AgrawalCN01,2Ua-pWTof_YJ,717,23192,717_23192
journals/sigmod/Gardels97,PlitMluIJyYJ,718,37426,718_37426
journals/sigmod/RiekertMW97,M-3MGd3wPcsJ,719,17021,719_17021
journals/sigmod/Ioannidis96,IgQsVaud8BIJ,721,33670,721_33670
conf/sigmod/GetoorTK01,99N4rXNdaqMJ,722,59824,722_59824
journals/sigmod/Date96,url:http://portal.acm.org/citation.cfm%3Fid%3D245882.245885%26coll%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,723,23838,723_23838
conf/sigmod/HristidisKP01,mg9ABNG06O4J,724,50021,724_50021
journals/sigmod/Qian97,url:http://portal.acm.org/citation.cfm%3Fid%3D248603.248618%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,725,41451,725_41451
conf/sigmod/JoshiA01,H9bMRYKnXMQJ,726,45149,726_45149
journals/sigmod/DoanPSB97,fdM1W8iEk_YJ,727,53588,727_53588
conf/sigmod/IpeirotisGS01,bo7ArXlXypQJ,728,38272,728_38272
conf/sigmod/NgWY01,TShyzmLNvtoJ,729,34221,729_34221
journals/sigmod/AtkinsonDJPS96,yfjKkIhvfXcJ,730,17328,730_17328
conf/sigmod/DoanDH01,Lv0bggWzgeoJ,731,27002,731_27002
journals/sigmod/CoxEH96,pqzGz7zfpDgJ,732,64136,732_64136
conf/sigmod/KeoghCMP01,QTzuiNlMnR4J,733,10942,733_10942
journals/sigmod/HasanMV96,bLbjFFkQJdIJ,734,32101,734_32101
journals/sigmod/KennedyMB96,vBYtmDEYeK0J,735,29239,735_29239
conf/sigmod/GunopulosD01,oYtmj53qV0UJ,736,22548,736_22548
conf/sigmod/BabyCY01,rNoNn5hWsroJ,737,56247,737_56247
journals/sigmod/RafanelliBT96,MfWZUBAVPFUJ,738,42135,738_42135
conf/sigmod/CasatiS01,7H9j9z0x_3UJ,739,59103,739_59103
journals/sigmod/CatarciC96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245888%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,740,24470,740_24470
conf/sigmod/WhitneyS01,bZj9gl0_YUIJ,741,45812,741_45812
journals/sigmod/Widom96b,zMW_rq3S6VgJ,742,38667,742_38667
journals/sigmod/Darwen96,url:http://portal.acm.org/citation.cfm%3Fid%3D245882.245886%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,743,52831,743_52831
conf/sigmod/KriegelMPS01,tsPOU-H3A94J,744,50904,744_50904
conf/sigmod/AdiBEY01,url:http://portal.acm.org/citation.cfm%3Fdoid%3D375663.375759,745,13440,745_13440
journals/sigmod/Keim96,vkUvhZOw-1YJ,746,41139,746_41139
conf/sigmod/Amer-YahiaCLS01,DFubU20j1OIJ,747,30905,747_30905
journals/sigmod/SantucciT96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245898%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,748,8113,748_8113
journals/sigmod/TaninBS96,KUB7XvwH30AJ,750,45264,750_45264
conf/sigmod/GehrkeKS01,f6JFkfhawW8J,751,14733,751_14733
journals/sigmod/Ahlberg96,4bBje8qkHVgJ,752,7056,752_7056
journals/sigmod/Eisenberg96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245907%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,753,44500,753_44500
conf/sigmod/AggarwalY00,dfSPs7YoyWsJ,754,39087,754_39087
journals/sigmod/Bhashyam96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245908%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,755,31562,755_31562
conf/sigmod/PalmerF00,cnNLe97Pd2sJ,756,24480,756_24480
conf/sigmod/Lomet00,FiPJDs_jm54J,757,12783,757_12783
journals/sigmod/ShethGJRSWW96,yI5E8TGu5BwJ,758,45340,758_45340
journals/sigmod/Sidell96,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245906%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,759,39375,759_39375
conf/sigmod/LabioWGG00,EhR3fz7f7vcJ,760,7930,760_7930
journals/sigmod/Camps96,mDj9X3EN9ycJ,761,27766,761_27766
conf/sigmod/CatarciS01,frbExwv4DiwJ,762,22895,762_22895
journals/sigmod/ZobelMR96,6NbNX8nSta0J,763,32491,763_32491
conf/sigmod/ChangC01,BGagLieYacQJ,764,25642,764_25642
conf/sigmod/Rosenthal01,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D375796%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,765,32488,765_32488
journals/sigmod/Qian96b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D245909%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,766,3401,766_3401
conf/sigmod/NguyenACP01,VCiXh8qcrIMJ,767,2154,767_2154
conf/sigmod/ChoSG00,ilJdCU_qODkJ,769,26435,769_26435
journals/sigmod/MedskerCS95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202673%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,770,58420,770_58420
conf/sigmod/OhHP00,T91d5LI-xIwJ,771,42887,771_42887
conf/sigmod/RamaswamyRS00,VJIHPbki2uAJ,773,38418,773_38418
journals/sigmod/DogacAOD95,oUOuTMrB0esJ,774,4430,774_4430
journals/sigmod/KarlapalemLS95,B_m0Yp4aycUJ,775,23223,775_23223
conf/sigmod/SzalayGKT00,GYR0v7CFkP0J,776,46510,776_46510
conf/sigmod/GunopulosKTD00,ASfROcKWFmgJ,777,16167,777_16167
journals/sigmod/Hanna95,EKqpEdn3kDMJ,778,30918,778_30918
journals/sigmod/Chaudhri95,DY6x1fDAy9EJ,779,14911,779_14911
conf/sigmod/AcharyaGP00,WGWZ2cNZW2YJ,780,2313,780_2313
conf/sigmod/WaasG00,xnoCdNeQykAJ,781,56174,781_56174
journals/sigmod/JaegerF95,oacFELqmw0cJ,782,1451,782_1451
conf/sigmod/WattezCBFF00,1SA9LhktHsUJ,783,50140,783_50140
journals/sigmod/BerraNT95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202670%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,784,16239,784_16239
conf/sigmod/ZaharioudakisCLPU00,Pbl_CbLYKWYJ,785,4981,785_4981
journals/sigmod/YanG95,tMXkkRDxvkQJ,786,51043,786_51043
journals/sigmod/Qian95a,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D212022%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,787,9337,787_9337
conf/sigmod/CorralMTV00,TsShfxPwF6YJ,788,49282,788_49282
conf/sigmod/RoySSB00,OZHS88jHgDkJ,789,30444,789_30444
journals/sigmod/KimballS95,5AiEsU9p7FIJ,790,26039,790_26039
journals/sigmod/Zhang95,f86VsMJZ9gAJ,791,1970,791_1970
conf/sigmod/HellersteinA00,Gsb6dnkFBMoJ,792,9473,792_9473
journals/sigmod/Lee95,ozmSjoqqFtwJ,793,17629,793_17629
conf/sigmod/PopaDST00,gAwckIiPpTEJ,794,54569,794_54569
journals/sigmod/KokkotosIPS95, ,795,38762,795_38762
conf/sigmod/AgrawalW00,wivJNEQEWzMJ,796,43199,796_43199
journals/sigmod/GamacheS95,vqgfvx71hgQJ,797,45669,797_45669
conf/sigmod/ForlizziGNS00,jW1JUC-AQXoJ,798,6036,798_6036
journals/sigmod/DogacDKOONEHAKKM95,UAO4T_2ylPkJ,799,60152,799_60152
conf/sigmod/MoonSL00,7Xra4piXrIIJ,800,30098,800_30098
conf/sigmod/LiuPBHPT00,q_o5zij9nCEJ,801,5696,801_5696
journals/sigmod/KlasS94,Opow89YK6a8J,802,26432,802_26432
journals/sigmod/Wedekind94,gqehj3-ukjIJ,803,63066,803_63066
conf/sigmod/GillmannWSWW00,L61_1TEGBLYJ,804,23914,804_23914
journals/sigmod/JainH94,iQMUP3fkvo4J,806,7347,806_7347
journals/sigmod/BohmR94,GXApzwcGl78J,807,12482,807_12482
conf/sigmod/OriaOILY00,xdUDA920uhMJ,808,63950,808_63950
conf/sigmod/RiedelFGN00,ospJVA6AD1sJ,809,30373,809_30373
journals/sigmod/ShinM94,hnpTcGMYR80J,810,52266,810_52266
conf/sigmod/HanPY00,63XKDNdtzp8J,811,45311,811_45311
journals/sigmod/Bertram94,qaSgL5tVq1AJ,812,27445,812_27445
journals/sigmod/Segev94b,url:http://doi.wiley.com/10.1002/tl.7700,813,25455,813_25455
conf/sigmod/LakhamrajuRSS00,GveQLUTEle8J,814,62258,814_62258
conf/sigmod/ShenoyHSBBS00,SipDBj3SOb4J,815,23828,815_23828
journals/sigmod/KiyokiKH94,xT3mwY4t5kEJ,816,18128,816_18128
conf/sigmod/HsiaoN00,iY5wlS4jsg0J,818,30155,818_30155
journals/sigmod/SchlageterBHMSW95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202672%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,819,37695,819_37695
conf/sigmod/Ross00,9sm_ptv5pmYJ,820,37871,820_37871
conf/sigmod/Jhingran00,uguuV9ATE1YJ,821,9575,821_9575
conf/sigmod/Weininger00,url:http://portal.acm.org/citation.cfm%3Fid%3D335465,823,59930,823_59930
conf/sigmod/ChenDLT00,url:http://portal.acm.org/citation.cfm%3Fid%3D342009.336560,825,64107,825_64107
journals/sigmod/Jannink95,22yR9rN5xuQJ,826,41552,826_41552
journals/sigmod/NgH95,qolJkVC2MoYJ,827,24875,827_24875
conf/sigmod/WangSSZZW00,ryDHZM31rmwJ,828,15275,828_15275
conf/sigmod/JarkeQCLFLVV00,bl_VrPzIIPwJ,829,42592,829_42592
journals/sigmod/Jarke95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D202671%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,830,27452,830_27452
conf/sigmod/Galhardas00,GxDfgCi-rq4J,831,49533,831_49533
journals/sigmod/DarwenD95,DVnOcHunv7MJ,832,45143,832_45143
conf/sigmod/LitwinS00,f1h0J1_ELisJ,833,3249,833_3249
journals/sigmod/SellisV95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219766%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,834,36976,834_36976
journals/sigmod/Qian95b,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219772%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,835,53540,835_53540
conf/sigmod/GoldmanW00,Ol886Ck3jz4J,836,46937,836_46937
journals/sigmod/EnglertGH95,JRXuKm3E_foJ,837,36238,837_36238
conf/sigmod/RodriguezR00,UF4wxbIa6FMJ,838,29667,838_29667
journals/sigmod/VenkatraoP95,qk3LVAuS2SUJ,839,61947,839_61947
conf/sigmod/LeeKOTM00,C8RLbWKCgicJ,840,7380,840_7380
journals/sigmod/SegevJS95,2kiNfwTpqp4J,841,3813,841_3813
conf/sigmod/LabrinidisR00,DKUouEkK_b4J,842,20438,842_20438
journals/sigmod/Bohlen95,v5P_NFXdOR8J,843,29493,843_29493
conf/sigmod/ChenJDTW00,fg5EE6R7xYwJ,844,6367,844_6367
journals/sigmod/WolfsonSDNR95,R51Yi7sWJ6EJ,845,51087,845_51087
conf/sigmod/BarclaySG00,7br3WXwZRQ4J,846,30435,846_30435
conf/sigmod/SaltenisJLL00,zM0o4FoKRXIJ,847,37975,847_37975
journals/sigmod/AlonsoCIM95,5LlePa4wQmEJ,848,9643,848_9643
conf/sigmod/SalemBCL00,FElMcikK2GUJ,849,46093,849_46093
journals/sigmod/DunhamH95a,CyzIFxmvc1cJ,850,43938,850_43938
journals/sigmod/ElmagarmidJF95,CJK2SWLYrRYJ,851,62820,851_62820
conf/sigmod/ChristophidesCS00,DqHBAYRAtyIJ,852,42878,852_42878
journals/sigmod/DrewHKKLLLSW95,9fcJjh5vHn8J,853,405,853_405
conf/sigmod/BreunigKNS00,vezxTIGxNywJ,854,13538,854_13538
conf/sigmod/ChoG00,s7K6rICx3fkJ,855,62212,855_62212
journals/sigmod/BhargavaAP95,Sql66UDiVnwJ,857,15919,857_15919
conf/sigmod/FaloutsosSTT00,qsWDIfzBxiQJ,858,61091,858_61091
conf/sigmod/KornM00,HlhXdvHzlvwJ,859,33038,859_33038
journals/sigmod/Ulusoy95,uMYecZGSCv4J,860,26179,860_26179
conf/sigmod/LiefkeS00,vnc0Ml_3BFsJ,861,29613,861_29613
journals/sigmod/NobleS95,rRvcD6HKhasJ,863,40409,863_40409
conf/sigmod/GarofalakisGRSS00,5uvR4kU1UOoJ,864,10093,864_10093
journals/sigmod/Fong95,zw3-t-veNvAJ,865,26104,865_26104
journals/sigmod/ONeilG95,51gKshu0CWcJ,868,51035,868_51035
journals/sigmod/MaelbranckeO95,_FKSZiytB2AJ,869,62727,869_62727
conf/sigmod/Ramakrishnan00,aHpKrjJEJk4J,870,6314,870_6314
journals/sigmod/AbiteboulH95,kUA9e6YP8igJ,871,18725,871_18725
conf/sigmod/OrdonezC00,yWkfJz_YMPkJ,872,16338,872_16338
conf/sigmod/BlakeleyD00,ZSR-MThg9UEJ,873,46116,873_46116
journals/sigmod/Richey95,2p2A5_qGf5cJ,874,21799,874_21799
journals/sigmod/RosenthalSMBTL95, ,875,5252,875_5252
conf/sigmod/Gal00,i6QOOOYvOqQJ,876,50275,876_50275
conf/sigmod/BratsbergT00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335477%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,877,50038,877_50038
journals/sigmod/RisheSBDOALOSS95,pGU2Ew1AQkoJ,878,54767,878_54767
journals/sigmod/PitouraB95,KlM6IrItVpcJ,879,63473,879_63473
conf/sigmod/Carey00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335476%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,880,23882,880_23882
conf/sigmod/RaoR00,wp2_GObi-XkJ,881,6497,881_6497
journals/sigmod/Wong95,7F9iCGggYVgJ,882,33505,882_33505
journals/sigmod/LeeCL95,G1E5PwzwdSMJ,883,41944,883_41944
conf/sigmod/AgrawalS00,ufPUBsN4eg0J,884,29959,884_29959
journals/sigmod/DoanPK95,c0TSepqRwwMJ,885,23376,885_23376
conf/sigmod/JagadishKS00,OZRYdxoJqXMJ,886,51860,886_51860
conf/sigmod/ChangBCLLS00,bqtRaOoJ87AJ,888,59346,888_59346
conf/sigmod/ChenCPPSTM00,Ab6MIDVDzhAJ,889,20483,889_20483
conf/sigmod/AnnamalaiCD00,0Igfv6jL3jwJ,891,25654,891_25654
journals/sigmod/Finkelstein95,gbnxN3MpucMJ,892,55049,892_55049
journals/sigmod/Stacey95,rdXUggm5kg0J,893,62871,893_62871
conf/sigmod/PonnekantiK00,IddFq2o4ZsoJ,894,29491,894_29491
conf/sigmod/LehnerSPC00,UFKz6Q0wVi4J,896,45171,896_45171
conf/sigmod/BressanGOT00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D336587%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,898,49177,898_49177
journals/sigmod/Winslett94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D181569%26type%3Dpdf,899,16706,899_16706
conf/sigmod/ReveszCKLLW00,qxShx7aNiuEJ,900,46235,900_46235
conf/sigmod/ChakrabartiM99,Jg81WYtxtZoJ,901,53259,901_53259
journals/tods/TaoSP03,FBp7oibu4ygJ,902,21139,902_21139
journals/tods/LakshmananLN03,g8e0xiRUkIwJ,903,19641,903_19641
conf/sigmod/AggarwalPWYP99,G3dX_RTA26MJ,904,25422,904_25422
conf/sigmod/HsuLG00,kxIpDxLD46gJ,905,33708,905_33708
journals/tods/ChoG03,HqAWyuB11loJ,906,45388,906_45388
journals/tods/Chomicki03,pHuL-9kHWH0J,907,35775,907_35775
conf/sigmod/Rodriguez-Martinez00,ZX_Rn4h2st0J,908,28837,908_28837
conf/sigmod/YangYW00,JQuwW88-2_0J,909,13410,909_13410
journals/tods/DiaoAFZF03,fREDZIbZVdEJ,910,54947,910_54947
conf/sigmod/LiBCS00,4abl38Q9iH4J,911,1547,911_1547
journals/tods/HjaltasonS03,9Wan9sPNUAYJ,912,40800,912_40800
conf/sigmod/MerialdoAMMP00,Qq0WheHyVv8J,913,9649,913_9649
journals/sigmod/DreyerDS94,GCf11c7YuucJ,914,50102,914_50102
journals/sigmod/DiazJPa94,sG7PCEiN2xAJ,915,11831,915_11831
conf/sigmod/BerckenDS00,3IFlpeKgLlAJ,916,63777,916_63777
journals/sigmod/Snodgrass94,SYVDufoTe_IJ,917,3019,917_3019
conf/sigmod/Sarawagi00,H_bdYlpD79oJ,918,58302,918_58302
conf/sigmod/PeiMHZ00,UyhrqiH_-MoJ,919,34341,919_34341
journals/sigmod/PissinouSEMOPSTD94,fSKoYnVJbwwJ,920,24271,920_24271
conf/sigmod/ShuklaD00,kcrWfQEI9G8J,921,33957,921_33957
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94,64iWa-ZiPRcJ,922,3133,922_3133
journals/sigmod/Loeffen94,gb-yIDOxaEkJ,923,59498,923_59498
conf/sigmod/IvesLPST00,rtnpqb22gGcJ,924,32483,924_32483
journals/sigmod/NorrieBSW94,q6YVJJgD1uQJ,925,6759,925_6759
conf/sigmod/FegarasSRM00,p1LusPTTxlAJ,926,23597,926_23597
journals/sigmod/Gallagher94,PVm9r7wHzDAJ,927,27278,927_27278
conf/sigmod/RundensteinerCCSO00,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D335496%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,928,14351,928_14351
conf/sigmod/YerneniLGU99,hnMltY0uSf0J,929,63913,929_63913
journals/tods/MayL02,ky-2yjNGtW8J,930,6411,930_6411
conf/sigmod/Keim99,GBZiTCbChZQJ,931,47500,931_47500
journals/tods/MelnikG03,iyliEUBEyhwJ,932,37064,932_37064
conf/sigmod/DavulcuFKR99,TDyW6V4cc7MJ,933,55843,933_55843
journals/tods/FernandezKSMT02,ckrgSn0vBOMJ,934,32847,934_32847
journals/tods/CiacciaP02,dArDZIV5VE4J,935,2296,935_2296
conf/sigmod/CallanCD99,eWVreKOw_QgJ,936,58501,936_58501
conf/sigmod/BeyerR99,6Cdfxiuibd0J,937,14480,937_14480
conf/sigmod/MayrS99,1lRZz4bZvxEJ,939,19681,939_19681
journals/tods/CaldersNW02,DSl0gT8EgR0J,940,16713,940_16713
conf/sigmod/AggarwalWY99,s9hhR-EdDGgJ,941,46282,941_46282
journals/tods/ChakrabartiKMP02,eHY42LnL_lsJ,942,13811,942_13811
journals/tods/TaoPZ02,CxBJwFNdozAJ,943,11368,943_11368
conf/sigmod/KotidisR99,qzjtGDo7OuMJ,944,1756,944_1756
conf/sigmod/ChanI99,kNT7yt823K8J,945,45954,945_45954
journals/tods/JacoxS03,ujD_9YAZctUJ,946,31620,946_31620
conf/sigmod/VitterW99,P5oJUiow7lsJ,947,10773,947_10773
journals/tods/WijesekeraJPH03,oui-frSWZCAJ,948,3687,948_3687
conf/sigmod/IvesFFLW99,yrnhcMqsUVoJ,949,19642,949_19642
journals/tods/TaoP03,faqaX7J_Kl8J,950,31227,950_31227
conf/sigmod/BlohsfeldKS99,PQbi3PaRh84J,951,29366,951_29366
journals/tods/Jimenez-PerisPAK03,yj7oLWfPR4gJ,952,24156,952_24156
conf/sigmod/Jamil99,z5EfiutEfScJ,953,18955,953_18955
journals/tods/LechtenborgerV03,94m93uP4GM4J,954,7339,954_7339
journals/tods/GunopulosKMSTS03, ,955,55922,955_55922
conf/sigmod/ShanmugasundaramNSR99,eQjFv7QxsQQJ,956,6965,956_6965
journals/tods/KarpSP03,mAQIVsd2VOMJ,957,48024,957_48024
conf/sigmod/GehrkeGRL99,s3neqsFCVrAJ,958,29072,958_29072
conf/sigmod/AdaliSS99,c2dH5RxNj6kJ,959,294,959_294
journals/tods/BeneventanoBS03,rRH6Z1oP78cJ,960,27429,960_27429
conf/sigmod/CruzJ99,vXMwU21-7HMJ,962,60873,962_60873
journals/sigmod/SnodgrassAABCDEGJKKKLLRSSS94a,12xRfc32PXoJ,963,27221,963_27221
conf/sigmod/MamoulisP99,z9MQwq7G3GYJ,964,32923,964_32923
conf/sigmod/RundensteinerKZWLLN99,2XRfNjwuDrsJ,965,7516,965_7516
conf/sigmod/NgLHM99,YemauUgIzlcJ,968,2881,968_2881
journals/sigmod/Datta94,PPH2NlobSwsJ,969,16538,969_16538
conf/sigmod/WolfsonSXZC99,4dbCEDwsluQJ,970,39299,970_39299
conf/sigmod/BraumandlKK99,4fjXoCHhe1kJ,971,16696,971_16696
journals/sigmod/Klein94,kG86HB6N1xEJ,972,44330,972_44330
journals/sigmod/Chen94,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D187460%26type%3Dpdf%26coll%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,973,50245,973_50245
conf/sigmod/LiuHBPT99,PKQ1dCQIwi0J,974,53253,974_53253
conf/sigmod/AltinelABFSZ99,ebmulQBhqZEJ,976,47236,976_47236
conf/sigmod/Greer99,oNPjyBZrURgJ,977,47013,977_47013
journals/sigmod/GlavitschSW94,IQjGtYPrUFUJ,978,40206,978_40206
journals/sigmod/ChenHKPW94,HTvxhMKB69AJ,979,62735,979_62735
conf/sigmod/TrisoliniLN99,cFMtMf7bLzIJ,980,6620,980_6620
journals/sigmod/AndersonS94,aDk2IS_xwToJ,981,21090,981_21090
conf/sigmod/BaulierBGGHJKKMMNNRSSSWW99,wgRWDYY7q_8J,982,53361,982_53361
journals/sigmod/GroskyFS94,zMK02pxd4OEJ,983,41633,983_41633
conf/sigmod/HinneburgK99,C9imFvgrSvAJ,986,21408,986_21408
conf/sigmod/KrishnamurthyBN99,qS4jhfgPbm8J,987,906,987_906
journals/sigmod/Rosneblatt94,D1RdxKP6_6YJ,988,3041,988_3041
journals/sigmod/BarclayBGS94,wPhDoeiINQsJ,989,52051,989_52051
conf/sigmod/Ozsu99,cifMTT3UYjQJ,990,52261,990_52261
conf/sigmod/Mohan99,XppwYYxOpksJ,991,28174,991_28174
journals/sigmod/MattosD94,HhUCea7De6YJ,992,14729,992_14729
conf/sigmod/FlorescuLMS99,h0uuqAstOPUJ,993,10173,993_10173
journals/sigmod/JensenCEGHJ94,WJ_VcY3mmEkJ,994,17023,994_17023
conf/sigmod/HaasH99,fz1XAzoKPo0J,995,24035,995_24035
journals/sigmod/GeppertD94,P9xX0UDXnRcJ,996,14639,996_14639
conf/sigmod/AcharyaGPR99a,IkNOhDqEY18J,997,2958,997_2958
journals/sigmod/Yang94,sHJ914nPZtUJ,998,56170,998_56170
conf/sigmod/ChaudhuriMN99,U0w9W7YcsZwJ,999,12049,999_12049
conf/sigmod/MankuRL99,X94gDE70Zn0J,1001,23819,1001_23819
journals/sigmod/Kim94,930Uth7EArkJ,1002,61650,1002_61650
journals/sigmod/Stonebraker94,url:http://portal.acm.org/citation.cfm%3Fid%3D181551,1003,19938,1003_19938
conf/sigmod/Wu99,oIDF-Jhm9CYJ,1004,38748,1004_38748
conf/sigmod/LeeKC99,c-5n9qQKLaEJ,1005,1991,1005_1991
journals/sigmod/MedeirosP94,chmPCuLihZoJ,1006,46560,1006_46560
conf/sigmod/AboulnagaC99,WWaxLMIptTMJ,1007,23554,1007_23554
journals/sigmod/BunemanLSTW94,lkreWUl_euYJ,1008,44272,1008_44272
journals/sigmod/Widom94,lAbG3uFZvVUJ,1009,48146,1009_48146
conf/sigmod/LakshmananNHP99,DfOLEzMoEaEJ,1010,37833,1010_37833
journals/sigmod/BarbaraBFLS94,url:http://portal.acm.org/citation.cfm%3Fid%3D187455,1011,63014,1011_63014
conf/sigmod/Hidber99,Rn-E82gM1RQJ,1012,53439,1012_53439
conf/sigmod/JagadishLMSV99,946iAs3adDcJ,1014,58828,1014_58828
journals/sigmod/YeungHL94,yQv94p3tE1IJ,1015,35670,1015_35670
conf/sigmod/BreitbartKRSS99,XV2lpkhWCsYJ,1016,35978,1016_35978
conf/sigmod/LometT99,JvZ9JWtn72QJ,1017,8319,1017_8319
